Protocol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow Bytes,IP Address,Threat Level,Port,Prediction,Payload Size,Number of Packets,Application Layer Data,User-Agent,Geolocation,Logistics ID,Anomaly Score,Event Description,Response Time,Session ID,Data Transfer Rate,Error Code,SourcePort,DestPort,Label,Time
UDP,RST,Zero-Day,9,172.16.0.1,198.51.100.1,7.831532030974415,16986.327874415943,465247,10.0.0.1,Zero-Day Attack,60000,Attack Detected,1879,4519,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_66,0.9897022748942983,Data Exfiltration,175.82292185102347,SYNTH_SESS_66,80.87342675744381,0,61246,50000,Simulated_ZeroDay,2024-11-24 15:04:52.607490
UDP,FIN,Unknown,5,172.16.0.1,200.0.0.1,9.8045234896797,6122.537153972393,630710,192.168.1.1,Zero-Day Attack,60000,Attack Detected,1714,1505,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_67,0.9541146373894598,Data Exfiltration,111.3689695936579,SYNTH_SESS_67,81.38559179235926,500,63088,60000,Simulated_ZeroDay,2024-12-02 15:04:52.607490
TCP,RST,Zero-Day,7,192.168.1.1,203.0.113.1,2.504088939110894,19246.823652214916,765634,10.0.0.1,Zero-Day Attack,55555,Attack Detected,2681,4740,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_68,0.9178672332557922,Data Exfiltration,481.25115847741097,SYNTH_SESS_68,167.01949061582923,500,52482,60000,Simulated_ZeroDay,2025-05-29 15:04:52.607490
UDP,FIN,Zero-Day,7,10.0.0.1,203.0.113.1,4.797970962725116,18813.953926216673,828098,10.0.0.1,Zero-Day Attack,55555,Attack Detected,3385,1436,Suspicious_Command,Python-Requests/2.28.1,Foreign,SYNTH_LOG_69,0.8315132511175999,C2 Communication,228.49568480690715,SYNTH_SESS_69,101.70594693938597,404,64167,60000,Simulated_ZeroDay,2025-03-26 15:04:52.607490
TCP,FIN,Unknown,8,10.0.0.1,203.0.113.1,9.535337135012838,21944.68718844175,663703,192.168.1.1,Zero-Day Attack,50000,Attack Detected,946,3211,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_70,0.8318584540352926,C2 Communication,196.56847846881942,SYNTH_SESS_70,148.6846200856441,0,55808,55555,Simulated_ZeroDay,2025-03-30 15:04:52.607490
UDP,PSH,Unknown,5,10.0.0.1,203.0.113.1,4.7965660302063515,18164.166400439455,125160,192.168.1.1,Zero-Day Attack,55555,Attack Detected,907,4668,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_71,0.8425596182211517,Data Exfiltration,233.65775278654635,SYNTH_SESS_71,53.48732803257035,500,58921,55555,Simulated_ZeroDay,2024-08-28 15:04:52.607490
TCP,PSH,Zero-Day,9,172.16.0.1,198.51.100.1,7.8300767073395035,12253.763996712518,971593,192.168.1.1,Zero-Day Attack,60000,Attack Detected,1440,3709,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_72,0.9929170810612625,Suspicious Activity,142.5183913962997,SYNTH_SESS_72,105.23753082234695,500,53110,60000,Simulated_ZeroDay,2024-09-18 15:04:52.607490
TCP,RST,Zero-Day,6,172.16.0.1,203.0.113.1,6.922689437219697,37213.215372191386,729438,192.168.1.1,Zero-Day Attack,50000,Attack Detected,3107,4649,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_73,0.9903755396612418,Suspicious Activity,203.20619572594921,SYNTH_SESS_73,130.97649208635045,500,59692,60000,Simulated_ZeroDay,2025-04-05 15:04:52.607490
TCP,PSH,Zero-Day,5,192.168.1.1,200.0.0.1,9.831684595882347,45552.112297537074,332575,10.0.0.1,Zero-Day Attack,50000,Attack Detected,953,1393,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_74,0.9109616107866334,C2 Communication,497.7927661679117,SYNTH_SESS_74,64.02493768434839,0,64435,50000,Simulated_ZeroDay,2025-02-24 15:04:52.607490
UDP,PSH,Zero-Day,7,10.0.0.1,203.0.113.1,6.784958467927332,42787.02734158529,427233,192.168.1.1,Zero-Day Attack,60000,Attack Detected,2171,4605,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_75,0.8825693896333262,C2 Communication,425.47335244336494,SYNTH_SESS_75,159.68360533442132,0,62347,50000,Simulated_ZeroDay,2025-05-25 15:04:52.607490
UDP,PSH,Unknown,8,10.0.0.1,203.0.113.1,6.006336234042232,45788.64208787665,514899,192.168.1.1,Zero-Day Attack,31337,Attack Detected,3986,992,Suspicious_Command,Python-Requests/2.28.1,Unknown,SYNTH_LOG_76,0.9387774910920245,Suspicious Activity,484.0942969258081,SYNTH_SESS_76,110.18887697474649,404,61253,50000,Simulated_ZeroDay,2025-02-21 15:04:52.607490
TCP,RST,Unknown,5,172.16.0.1,198.51.100.1,3.833510838106511,27109.308422945294,286442,10.0.0.1,Zero-Day Attack,31337,Attack Detected,2387,2590,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_77,0.9005757384387958,Data Exfiltration,316.25299085040695,SYNTH_SESS_77,179.56935748121373,500,61973,55555,Simulated_ZeroDay,2025-04-06 15:04:52.607490
UDP,PSH,Zero-Day,5,10.0.0.1,200.0.0.1,9.218099027892062,33150.83236763335,470241,10.0.0.1,Zero-Day Attack,50000,Attack Detected,1564,2350,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_78,0.9228032138258774,Data Exfiltration,485.6928311393839,SYNTH_SESS_78,143.55194729008247,0,61130,60000,Simulated_ZeroDay,2024-12-28 15:04:52.607490
TCP,FIN,Unknown,8,172.16.0.1,203.0.113.1,6.123499122604081,20386.697144355865,433380,10.0.0.1,Zero-Day Attack,31337,Attack Detected,1532,2812,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_79,0.9113340945727831,C2 Communication,467.4353020684962,SYNTH_SESS_79,106.81568497683324,404,55518,60000,Simulated_ZeroDay,2025-05-19 15:04:52.607490
TCP,PSH,Zero-Day,5,192.168.1.1,198.51.100.1,9.392642673516638,39867.18642270817,902882,192.168.1.1,Zero-Day Attack,50000,Attack Detected,1160,1873,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_80,0.8537559203963025,Suspicious Activity,139.40848819517146,SYNTH_SESS_80,136.50949314088797,0,65225,55555,Simulated_ZeroDay,2024-12-11 15:04:52.607490
UDP,RST,Zero-Day,5,172.16.0.1,200.0.0.1,8.257014221958121,37876.135518223404,842861,10.0.0.1,Zero-Day Attack,60000,Attack Detected,3808,1437,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_81,0.9371635442232624,Suspicious Activity,355.6516420611954,SYNTH_SESS_81,109.4793220178465,500,52554,50000,Simulated_ZeroDay,2024-12-22 15:04:52.607490
TCP,RST,Zero-Day,8,172.16.0.1,203.0.113.1,7.366166860756945,41273.77106162195,232427,10.0.0.1,Zero-Day Attack,50000,Attack Detected,2238,1762,Suspicious_Command,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_82,0.8535972712870614,Suspicious Activity,298.7084200145388,SYNTH_SESS_82,154.77376098289005,404,57727,55555,Simulated_ZeroDay,2024-09-20 15:04:52.607490
UDP,RST,Zero-Day,8,10.0.0.1,203.0.113.1,6.136894856401669,17273.65459156198,657339,192.168.1.1,Zero-Day Attack,55555,Attack Detected,1557,3079,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_83,0.999354411446894,Suspicious Activity,235.24443921983206,SYNTH_SESS_83,116.90723008469,500,65390,60000,Simulated_ZeroDay,2025-04-13 15:04:52.607490
UDP,FIN,Unknown,7,10.0.0.1,198.51.100.1,2.0440726296432046,34027.45724175547,581829,10.0.0.1,Zero-Day Attack,60000,Attack Detected,3897,1442,Suspicious_Command,Python-Requests/2.28.1,Unknown,SYNTH_LOG_84,0.8685580632811211,Suspicious Activity,459.416938349991,SYNTH_SESS_84,51.29030255227519,500,53518,60000,Simulated_ZeroDay,2024-09-09 15:04:52.607490
UDP,RST,Unknown,7,192.168.1.1,200.0.0.1,5.701609636542121,6475.846010106316,188047,10.0.0.1,Zero-Day Attack,50000,Attack Detected,2886,3123,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_85,0.9975249902652047,Suspicious Activity,388.4688859200434,SYNTH_SESS_85,177.73300995449142,0,51849,50000,Simulated_ZeroDay,2025-03-18 15:04:52.607490
UDP,PSH,Zero-Day,5,10.0.0.1,203.0.113.1,1.676794780000099,31234.702877660686,718633,10.0.0.1,Zero-Day Attack,55555,Attack Detected,4700,3896,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_86,0.8315793779069081,Data Exfiltration,382.2598722918601,SYNTH_SESS_86,182.46285010385355,0,53707,55555,Simulated_ZeroDay,2025-01-30 15:04:52.607490
UDP,PSH,Unknown,9,192.168.1.1,198.51.100.1,3.9362273325259216,7544.702449854813,256861,10.0.0.1,Zero-Day Attack,50000,Attack Detected,3223,2897,Suspicious_Command,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_87,0.828795353052294,Data Exfiltration,401.3987862895531,SYNTH_SESS_87,195.18624654645905,0,63839,31337,Simulated_ZeroDay,2025-01-07 15:04:52.607490
UDP,FIN,Unknown,8,10.0.0.1,203.0.113.1,8.111685564101343,28147.717031379005,989847,10.0.0.1,Zero-Day Attack,31337,Attack Detected,2871,1753,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_88,0.8685323024421688,Data Exfiltration,401.1419941090359,SYNTH_SESS_88,191.00539313088424,404,64461,55555,Simulated_ZeroDay,2025-03-30 15:04:52.607490
TCP,FIN,Unknown,9,10.0.0.1,203.0.113.1,6.440868313936447,27472.178233665178,613093,10.0.0.1,Zero-Day Attack,55555,Attack Detected,4929,4887,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_89,0.8971835707678969,C2 Communication,375.09035918280114,SYNTH_SESS_89,189.81968726844332,404,54811,50000,Simulated_ZeroDay,2024-11-20 15:04:52.607490
UDP,PSH,Zero-Day,9,172.16.0.1,203.0.113.1,5.980553239722337,23343.148374618606,977551,10.0.0.1,Zero-Day Attack,50000,Attack Detected,2410,4091,Suspicious_Command,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_90,0.9806613267212548,Data Exfiltration,321.19865058937444,SYNTH_SESS_90,180.46210995156864,500,55077,55555,Simulated_ZeroDay,2024-07-22 15:04:52.607490
TCP,PSH,Zero-Day,5,172.16.0.1,200.0.0.1,9.490111170346111,39885.24766867579,930785,10.0.0.1,Zero-Day Attack,50000,Attack Detected,3331,1333,Suspicious_Command,Python-Requests/2.28.1,Foreign,SYNTH_LOG_91,0.9000900875040505,Suspicious Activity,246.200475523304,SYNTH_SESS_91,60.44276457416859,500,60844,31337,Simulated_ZeroDay,2024-09-23 15:04:52.607490
UDP,FIN,Zero-Day,7,192.168.1.1,198.51.100.1,8.732010266284108,37350.339164194695,500062,192.168.1.1,Zero-Day Attack,50000,Attack Detected,602,1167,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_92,0.9733904478324247,C2 Communication,458.47698726963984,SYNTH_SESS_92,126.65478856983164,404,60687,31337,Simulated_ZeroDay,2025-06-11 15:04:52.607490
TCP,PSH,Unknown,9,10.0.0.1,203.0.113.1,1.348084851720976,27726.523345096404,636624,192.168.1.1,Zero-Day Attack,50000,Attack Detected,2255,3421,Suspicious_Command,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_93,0.8658461572079255,Data Exfiltration,243.35541875251,SYNTH_SESS_93,121.18185852922811,0,59102,31337,Simulated_ZeroDay,2024-10-28 15:04:52.607490
TCP,PSH,Zero-Day,8,192.168.1.1,203.0.113.1,5.923126933516465,26811.83501528202,850005,192.168.1.1,Zero-Day Attack,50000,Attack Detected,4767,2892,Suspicious_Command,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_94,0.8229666829097945,C2 Communication,461.937221767315,SYNTH_SESS_94,165.99435191055625,404,55375,60000,Simulated_ZeroDay,2025-07-09 15:04:52.607490
TCP,FIN,Unknown,9,192.168.1.1,198.51.100.1,1.5895930661840822,48394.20789722515,240635,192.168.1.1,Zero-Day Attack,55555,Attack Detected,1216,3769,Suspicious_Command,Python-Requests/2.28.1,Foreign,SYNTH_LOG_95,0.9411060482013148,C2 Communication,245.61431660648458,SYNTH_SESS_95,179.43057021253645,0,49934,55555,Simulated_ZeroDay,2025-03-16 15:04:52.607490
UDP,RST,Zero-Day,8,10.0.0.1,198.51.100.1,5.502378394450928,23141.883919852287,585368,10.0.0.1,Zero-Day Attack,60000,Attack Detected,1623,3829,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_96,0.8968833571476037,Suspicious Activity,400.56736517736687,SYNTH_SESS_96,66.4789119596473,0,53418,50000,Simulated_ZeroDay,2024-10-15 15:04:52.607490
TCP,PSH,Zero-Day,8,192.168.1.1,203.0.113.1,1.2681115753068037,28256.06991566958,547304,10.0.0.1,Zero-Day Attack,55555,Attack Detected,832,3362,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_97,0.9726718146600561,Data Exfiltration,408.0138706276034,SYNTH_SESS_97,118.57846267318206,404,54335,60000,Simulated_ZeroDay,2024-12-18 15:04:52.607490
TCP,FIN,Zero-Day,7,172.16.0.1,203.0.113.1,4.863457773332492,47578.91688940156,576954,10.0.0.1,Zero-Day Attack,50000,Attack Detected,1753,4771,Suspicious_Command,Python-Requests/2.28.1,Foreign,SYNTH_LOG_98,0.8703388663883282,Data Exfiltration,187.53347255254434,SYNTH_SESS_98,53.30184567492589,0,63587,60000,Simulated_ZeroDay,2024-08-24 15:04:52.607490
UDP,PSH,Unknown,9,172.16.0.1,198.51.100.1,7.199297391585013,25740.097718820205,456406,10.0.0.1,Zero-Day Attack,55555,Attack Detected,4937,2837,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_99,0.8837728392768167,C2 Communication,264.82444309571207,SYNTH_SESS_99,159.5506149622168,500,62436,60000,Simulated_ZeroDay,2024-07-26 15:04:52.607490
